UID,Name,Position,Age,Club,Wage,Division,Minutes Played,Season,Total Number Of Seasons Stored,Average Rating,SABR Rating,Adjusted Rating,Adjusted SABR Rating,Rating Difference,Aerial Challenges Attempted per 90,Assists per 90,Blocks per 90,Chances Created per 90,Clearances per 90,Cross Completion %,Dribbles per 90,Expected Assists per 90,Expected Goals per 90,Goals per 90,Headers Won %,Interceptions per 90,Key Headers per 90,Key Passes per 90,Key Tackles per 90,Non-Penalty xG per 90,Open-Play Cross Completion %,Open-Play Key Passes per 90,Possession Lost per 90,Possession Won per 90,Pressures Attempted per 90,Pressures Completed per 90,Progressive Passes per 90,Shots Blocked per 90,Shots Outside Box per 90,Shots on Target per 90,Shots per 90,Tackles Won per 90
r-2002357371,Marco Rodríguez,Wide Attacking Midfielder,20,CF Montréal,"£78,000 p/a",Major League Soccer,126,2046,2,6.9,0.29,3.45,0.14,-3.31,7.86,1.43,0.0,3.05,0.71,23.0,2.86,0.69,0.04,0.0,27.0,0.0,0.0,4.29,0.0,0.04,30.0,4.29,20.0,4.29,6.43,1.43,4.29,0.0,1.43,0.71,2.14,0.71
r-2002340960,Stanislav Zakharov,Wide Attacking Midfielder,22,D.C. United,"£78,000 p/a",Major League Soccer,0,2045,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340700,Josh Gaven,Wide Attacking Midfielder,26,D.C. United,"£102,000 p/a",Major League Soccer,1,2045,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002340700,Josh Gaven,Wide Attacking Midfielder,27,D.C. United,"£102,000 p/a",Major League Soccer,0,2046,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r-2002338088,Gary Davis,Wing Back,33,New England,"£199,000 p/a",Major League Soccer,1719,2045,2,6.82,10.0,6.73,9.21,2.48,4.92,0.1,0.99,1.52,1.47,30.0,1.2,0.06,0.02,0.0,60.0,2.46,0.16,0.84,0.16,0.02,34.0,0.58,9.84,13.25,7.91,2.04,6.28,0.26,0.21,0.1,0.37,3.35
r-2002338088,Gary Davis,Wing Back,34,New England,"£199,000 p/a",Major League Soccer,2670,2046,2,6.64,8.42,6.73,9.21,2.48,3.64,0.07,0.67,0.08,1.45,4.0,1.04,0.04,0.01,0.0,57.0,2.63,0.13,0.67,0.13,0.01,11.0,0.51,9.94,12.54,9.34,2.46,5.8,0.13,0.27,0.03,0.37,3.2
r-2002340013,Kieran Williams,Wing Back,23,San Jose,"£101,000 p/a",Major League Soccer,1196,2045,2,6.91,6.29,6.9,4.4,-2.5,2.33,0.08,0.83,1.08,1.58,22.0,1.73,0.24,0.04,0.0,55.0,1.73,0.15,1.88,0.0,0.04,72.0,1.58,11.66,8.58,10.99,3.31,6.92,0.23,0.38,0.23,0.45,2.56
r-2002340013,Kieran Williams,Wing Back,24,San Jose,"£101,000 p/a",Major League Soccer,829,2046,2,6.89,2.52,6.9,4.4,-2.5,2.93,0.0,0.43,0.64,1.19,15.0,0.33,0.2,0.03,0.0,63.0,2.5,0.11,1.3,0.22,0.03,18.0,1.3,9.99,10.86,7.38,2.06,4.13,0.11,0.33,0.11,0.33,2.93
r-2002167427,Miguel Angel Martínez,Wing Back,32,Vancouver,"£350,000 p/a",Major League Soccer,923,2045,1,6.78,5.17,6.78,5.17,-1.61,4.39,0.0,0.98,1.13,1.56,6.0,0.88,0.09,0.1,0.0,64.0,2.73,0.29,0.29,0.1,0.1,50.0,0.29,10.53,12.87,8.97,2.83,4.68,0.2,0.59,0.2,0.78,3.8
r-2002338587,David Mitchell,Wing Back,23,LA Galaxy,"£156,000 p/a",Major League Soccer,132,2045,2,6.72,0.0,6.71,0.9,-5.81,4.09,0.68,0.0,0.71,0.0,80.0,1.36,0.33,0.0,0.0,50.0,2.73,0.0,3.41,0.0,0.0,80.0,3.41,5.45,8.86,3.41,1.36,3.41,0.0,0.0,0.0,0.0,0.68
r-2002338587,David Mitchell,Wing Back,24,LA Galaxy,"£156,000 p/a",Major League Soccer,746,2046,2,6.7,1.79,6.71,0.9,-5.81,3.86,0.12,0.48,3.04,0.97,12.0,1.21,0.14,0.01,0.0,25.0,2.65,0.12,1.21,0.0,0.01,32.0,1.21,13.87,9.89,12.91,2.9,6.39,0.12,0.0,0.0,0.36,3.86
r-2002338169,Ashley Méndez,Winger,32,Vancouver,"£240,000 p/a",Major League Soccer,2973,2045,1,7.06,10.0,7.06,10.0,2.94,4.39,0.33,0.51,5.13,0.58,16.0,3.06,0.32,0.19,0.27,57.0,1.94,0.06,3.24,0.03,0.19,72.0,1.33,17.74,8.51,12.62,2.97,5.54,0.12,0.91,0.94,1.73,2.54
r-2002152617,Róbson Luiz,Winger,31,Real Salt Lake,"£572,000 p/a",Major League Soccer,3221,2045,1,6.96,9.5,6.96,9.5,2.54,4.72,0.31,0.34,1.06,1.29,14.0,2.99,0.2,0.17,0.17,53.0,1.76,0.25,1.48,0.06,0.15,73.0,1.48,14.14,9.0,12.35,3.3,4.02,0.06,0.39,0.5,1.26,2.96
r-2002339710,Lee Williams,Winger,25,New York,"£294,000 p/a",Major League Soccer,3170,2045,2,7.32,9.12,7.15,9.56,2.41,8.32,0.14,0.31,0.83,0.57,8.0,2.41,0.16,0.45,0.68,66.0,1.62,0.06,1.5,0.0,0.45,31.0,0.99,13.49,6.96,10.65,2.7,3.21,0.03,0.57,2.07,3.95,2.58
r-2002339710,Lee Williams,Winger,26,New York,"£294,000 p/a",Major League Soccer,3401,2046,2,6.98,10.0,7.15,9.56,2.41,7.97,0.03,0.21,1.29,0.71,15.0,2.78,0.12,0.39,0.45,68.0,1.69,0.03,1.56,0.0,0.39,62.0,0.98,14.85,7.2,9.98,2.62,2.75,0.03,0.53,1.8,3.63,2.41
r-2002339858,Álvaro Olguín,Winger,27,Nashville,"£312,000 p/a",Major League Soccer,2686,2045,2,7.07,8.79,6.94,7.37,0.43,7.0,0.23,0.34,3.88,0.3,17.0,2.92,0.34,0.21,0.2,63.0,2.21,0.27,2.24,0.0,0.21,63.0,1.74,17.19,9.01,13.13,3.38,4.72,0.03,0.47,0.8,1.78,2.68
r-2002339858,Álvaro Olguín,Winger,28,Nashville,"£312,000 p/a",Major League Soccer,2093,2046,2,6.81,5.95,6.94,7.37,0.43,6.58,0.13,0.43,1.17,0.73,15.0,2.62,0.18,0.22,0.17,59.0,1.98,0.26,2.15,0.0,0.19,68.0,1.42,16.77,8.04,12.17,3.48,4.3,0.22,0.77,0.86,1.94,2.32
r-2002339806,Brian Nguyen,Winger,27,LA Galaxy,"£241,000 p/a",Major League Soccer,3130,2045,2,7.14,8.22,6.97,6.26,-0.71,5.12,0.32,0.43,2.0,0.81,17.0,2.42,0.38,0.2,0.26,40.0,1.75,0.14,3.16,0.09,0.2,45.0,2.01,14.2,8.42,13.49,3.71,3.82,0.06,0.69,0.98,1.73,2.1
r-2002339806,Brian Nguyen,Winger,28,NYCFC,"£241,000 p/a",Major League Soccer,2165,2046,2,6.8,4.3,6.97,6.26,-0.71,5.99,0.37,0.37,2.0,1.08,11.0,1.95,0.26,0.14,0.0,40.0,1.54,0.08,1.62,0.0,0.14,31.0,1.37,14.01,7.52,13.3,3.16,3.08,0.12,0.25,0.37,1.12,2.91
r-2002140322,Mark Burns,Winger,33,Seattle,"£3,472,000 p/a",Major League Soccer,3028,2045,1,7.16,7.9,7.16,7.9,0.74,5.29,0.36,0.48,1.01,0.59,20.0,2.56,0.23,0.14,0.15,56.0,1.87,0.12,1.78,0.03,0.14,31.0,1.4,16.08,8.23,12.39,4.01,6.0,0.24,0.42,0.59,1.55,2.08
r-2002168434,Glen Buswell,Winger,31,Philadelphia,"£929,000 p/a",Major League Soccer,2669,2045,2,6.83,7.48,6.91,6.6,-0.31,6.44,0.17,0.34,1.31,1.01,8.0,2.26,0.19,0.2,0.2,57.0,2.02,0.03,1.85,0.07,0.18,46.0,0.91,15.75,7.76,14.5,4.45,2.87,0.07,0.74,0.78,1.96,2.26
r-2002168434,Glen Buswell,Winger,32,Philadelphia,"£2,368,000 p/a",Major League Soccer,2378,2046,2,6.99,5.71,6.91,6.6,-0.31,5.41,0.3,0.34,1.98,0.83,12.0,2.31,0.23,0.39,0.42,50.0,2.08,0.08,1.89,0.0,0.3,33.0,1.06,15.9,7.99,16.05,3.75,2.5,0.0,0.83,1.14,2.31,2.38
r-2002339922,Michael Jones,Winger,26,Portland,"£284,000 p/a",Major League Soccer,2606,2045,2,6.91,7.4,6.89,6.65,-0.24,5.7,0.21,0.52,2.6,1.0,10.0,2.62,0.23,0.19,0.21,49.0,2.31,0.03,2.28,0.1,0.19,55.0,1.28,15.44,8.74,10.98,2.9,4.21,0.14,0.97,0.79,1.86,2.59
r-2002339922,Michael Jones,Winger,27,Portland,"£284,000 p/a",Major League Soccer,2500,2046,2,6.87,5.9,6.89,6.65,-0.24,4.25,0.25,0.32,1.08,0.9,13.0,2.12,0.24,0.16,0.18,46.0,2.27,0.0,2.23,0.0,0.16,53.0,1.3,14.26,8.57,11.45,3.78,3.96,0.04,0.79,0.54,1.58,2.41
r-2002339709,Gonzalo Medina,Winger,31,Real Salt Lake,"£493,000 p/a",Major League Soccer,3132,2045,2,6.9,7.33,7.02,6.98,-0.04,4.83,0.2,0.26,1.68,0.86,15.0,2.3,0.28,0.13,0.17,32.0,2.44,0.06,1.87,0.03,0.13,53.0,1.15,12.93,8.53,11.78,3.16,3.59,0.06,0.69,0.49,1.35,2.67
r-2002339709,Gonzalo Medina,Winger,32,Real Salt Lake,"£493,000 p/a",Major League Soccer,2933,2046,2,7.13,6.63,7.02,6.98,-0.04,5.31,0.46,0.49,2.39,0.64,21.0,2.36,0.36,0.17,0.15,49.0,2.06,0.15,2.55,0.06,0.17,37.0,1.75,12.46,8.41,10.22,2.85,5.06,0.09,0.52,0.71,1.66,2.79
r-2002198146,Charlie Cox,Winger,30,Columbus,"£2,189,000 p/a",Major League Soccer,2846,2045,2,7.02,7.2,7.01,5.66,-1.35,6.8,0.06,0.28,0.97,0.51,11.0,4.24,0.1,0.4,0.47,50.0,2.37,0.0,1.08,0.06,0.37,19.0,1.08,14.74,7.46,14.42,3.61,4.62,0.0,0.54,1.36,2.5,2.59
r-2002198146,Charlie Cox,Winger,31,Columbus,"£2,189,000 p/a",Major League Soccer,2019,2046,2,7.0,4.12,7.01,5.66,-1.35,6.6,0.18,0.18,2.75,0.45,12.0,3.57,0.22,0.24,0.18,41.0,2.01,0.0,1.25,0.0,0.24,13.0,1.25,15.11,7.58,13.51,3.92,3.66,0.0,0.58,0.89,1.96,1.6
r-2002338121,Davy Woolard,Winger,27,Columbus,"£735,000 p/a",Major League Soccer,3033,2045,2,6.91,7.1,6.96,6.61,-0.35,3.71,0.3,0.06,1.69,0.53,15.0,3.89,0.21,0.13,0.09,19.0,1.6,0.0,2.28,0.03,0.13,51.0,1.31,16.88,6.53,12.79,3.35,3.23,0.0,0.59,0.27,1.13,2.61
r-2002338121,Davy Woolard,Winger,28,Austin FC,"£735,000 p/a",Major League Soccer,3169,2046,2,7.01,6.12,6.96,6.61,-0.35,3.41,0.23,0.17,0.9,0.54,13.0,3.92,0.2,0.14,0.17,32.0,2.04,0.03,1.42,0.0,0.14,23.0,1.31,16.24,7.47,12.41,3.49,4.57,0.03,0.4,0.45,1.08,2.81
r-2002339690,Mario Navarrete,Winger,30,D.C. United,"£256,000 p/a",Major League Soccer,2618,2045,2,7.18,6.84,7.04,5.22,-1.82,4.13,0.41,0.45,1.36,0.89,14.0,2.72,0.35,0.29,0.34,33.0,1.99,0.0,1.93,0.14,0.29,49.0,1.48,15.4,8.04,13.61,4.43,4.23,0.1,0.96,0.83,2.17,2.58
r-2002339690,Mario Navarrete,Winger,31,Cincinnati,"£256,000 p/a",Major League Soccer,1563,2046,2,6.9,3.59,7.04,5.22,-1.82,4.89,0.29,0.17,0.65,1.21,15.0,3.11,0.21,0.17,0.17,33.0,2.19,0.06,1.73,0.06,0.17,60.0,1.15,14.97,7.49,13.42,3.34,2.94,0.06,0.58,0.58,1.44,3.57
r-2002338131,Harvey Durkin,Winger,30,Chicago,"£199,000 p/a",Major League Soccer,2739,2045,2,6.78,6.84,6.8,6.56,-0.24,4.07,0.2,0.62,2.01,0.72,14.0,4.14,0.15,0.15,0.13,40.0,1.77,0.1,0.92,0.0,0.15,42.0,0.89,16.63,6.57,13.57,3.09,2.43,0.23,0.3,0.62,1.28,2.1
r-2002338131,Harvey Durkin,Winger,31,Chicago,"£199,000 p/a",Major League Soccer,3087,2046,2,6.83,6.29,6.8,6.56,-0.24,4.2,0.2,0.5,0.65,0.79,8.0,3.21,0.1,0.19,0.17,47.0,1.81,0.03,0.73,0.06,0.19,23.0,0.7,14.43,6.79,12.59,3.32,3.82,0.12,0.55,0.73,1.72,3.0
r-2002322785,Isaac García,Winger,21,LAFC,"£226,000 p/a",Major League Soccer,2651,2045,2,6.86,6.25,6.93,5.83,-1.1,4.62,0.17,0.27,1.95,0.92,16.0,2.31,0.23,0.19,0.2,35.0,1.66,0.0,2.04,0.03,0.19,52.0,1.43,11.88,7.06,10.46,3.23,2.85,0.1,0.61,0.88,1.46,2.34
r-2002322785,Isaac García,Winger,22,LAFC,"£250,000 p/a",Major League Soccer,3142,2046,2,7.0,5.41,6.93,5.83,-1.1,4.87,0.14,0.2,1.59,0.34,17.0,2.55,0.19,0.28,0.34,18.0,1.43,0.09,0.86,0.0,0.28,44.0,0.8,12.49,4.61,8.36,2.09,2.49,0.06,0.57,0.8,1.49,1.35
r-2002339956,José Petersen,Winger,28,Seattle,"£257,000 p/a",Major League Soccer,2795,2045,2,7.16,6.23,6.88,4.26,-2.62,3.93,0.26,0.32,1.65,0.74,13.0,3.7,0.34,0.21,0.19,16.0,2.35,0.0,2.38,0.03,0.21,33.0,1.77,15.68,7.79,11.66,2.96,5.31,0.1,1.22,0.87,1.93,2.64
r-2002339956,José Petersen,Winger,29,Seattle,"£257,000 p/a",Major League Soccer,1553,2046,2,6.59,2.29,6.88,4.26,-2.62,4.75,0.12,0.23,0.55,0.93,10.0,2.67,0.15,0.16,0.06,12.0,2.26,0.0,1.16,0.0,0.16,19.0,0.99,15.36,9.04,11.3,3.01,3.54,0.06,0.35,0.23,1.04,1.74
r-2002338516,Connor Archer,Winger,29,New England,"£163,000 p/a",Major League Soccer,2481,2045,1,6.6,5.74,6.6,5.74,-0.86,3.85,0.04,0.4,1.0,1.05,3.0,3.52,0.08,0.11,0.07,47.0,1.52,0.11,0.8,0.0,0.11,33.0,0.69,15.53,6.38,14.29,3.45,3.19,0.18,0.25,0.25,0.76,2.68
r-2002339181,Malik Herrera,Winger,26,Atlanta United,"£258,000 p/a",Major League Soccer,3096,2045,2,6.79,5.72,6.88,6.06,-0.82,4.42,0.26,0.17,0.86,0.84,21.0,2.76,0.2,0.17,0.06,11.0,1.95,0.06,2.03,0.06,0.17,32.0,1.89,14.19,7.09,13.05,3.34,2.44,0.12,0.44,0.47,0.93,2.12
r-2002339181,Malik Herrera,Winger,27,Atlanta United,"£267,000 p/a",Major League Soccer,2937,2046,2,6.97,6.4,6.88,6.06,-0.82,3.71,0.15,0.15,4.09,0.8,20.0,3.74,0.22,0.14,0.21,15.0,1.59,0.0,2.18,0.0,0.14,59.0,1.96,15.57,6.04,12.5,3.43,3.49,0.03,0.46,0.43,1.07,1.59
r-2002340180,Ronaldo Higueras,Winger,28,Minnesota,"£187,000 p/a",Major League Soccer,2808,2045,2,6.64,5.67,6.64,5.12,-1.52,4.55,0.26,0.35,1.89,0.77,17.0,2.95,0.17,0.1,0.03,15.0,2.34,0.0,1.57,0.03,0.1,48.0,1.19,13.3,7.88,13.33,3.69,2.82,0.03,0.45,0.29,0.77,2.4
r-2002340180,Ronaldo Higueras,Wide Attacking Midfielder,29,Minnesota,"£236,000 p/a",Major League Soccer,2898,2046,2,6.64,4.58,6.64,5.12,-1.52,3.45,0.16,0.22,1.04,0.62,11.0,2.05,0.13,0.14,0.12,16.0,1.58,0.0,1.3,0.03,0.14,47.0,0.68,12.73,6.68,12.45,3.23,2.58,0.03,0.62,0.53,0.99,2.14
r-2002218550,Gilberto Herrera,Winger,28,Orlando City,"£427,000 p/a",Major League Soccer,2458,2045,2,6.92,5.55,6.94,5.77,-1.17,5.9,0.11,0.22,0.89,0.66,8.0,3.95,0.08,0.12,0.07,57.0,2.31,0.07,0.62,0.04,0.12,17.0,0.62,15.78,7.07,8.86,2.05,3.22,0.0,0.15,0.48,1.17,1.14
r-2002218550,Gilberto Herrera,Winger,29,Orlando City,"£427,000 p/a",Major League Soccer,2728,2046,2,6.95,5.99,6.94,5.77,-1.17,6.86,0.16,0.4,0.82,0.63,13.0,2.9,0.15,0.26,0.23,58.0,2.28,0.03,0.96,0.0,0.24,27.0,0.96,13.39,7.19,10.95,2.87,3.66,0.07,0.1,0.89,1.95,1.72
r-2002339969,Andrew Humes,Winger,30,Vancouver,"£218,000 p/a",Major League Soccer,2383,2045,1,7.09,5.4,7.09,5.4,-1.69,4.76,0.34,0.34,1.53,0.79,15.0,1.96,0.25,0.11,0.23,29.0,1.96,0.0,1.4,0.04,0.11,58.0,1.36,12.69,7.74,10.99,3.17,5.14,0.08,0.3,0.57,0.87,2.83
r-2002243205,Enrique Fernández,Winger,24,LAFC,"£206,000 p/a",Major League Soccer,2334,2045,2,7.0,5.36,6.88,3.68,-3.2,7.13,0.19,0.15,0.88,0.5,17.0,1.89,0.15,0.18,0.19,57.0,1.81,0.27,1.08,0.04,0.18,31.0,1.08,10.8,7.9,12.46,3.59,5.4,0.04,0.12,0.54,1.35,2.31
r-2002243205,Enrique Fernández,Winger,25,Philadelphia,"£206,000 p/a",Major League Soccer,810,2046,2,6.76,1.99,6.88,3.68,-3.2,6.78,0.11,0.44,0.32,1.44,9.0,3.44,0.14,0.17,0.0,66.0,1.56,0.22,1.11,0.0,0.17,33.0,1.11,14.22,9.33,11.44,3.22,4.33,0.11,0.89,0.44,2.0,2.56
r-2002338321,Eric Margolick,Winger,31,FC Dallas,"£188,000 p/a",Major League Soccer,2301,2045,2,6.95,4.91,7.35,2.64,-4.71,4.38,0.2,0.31,0.69,0.86,6.0,3.87,0.13,0.15,0.16,43.0,2.11,0.0,1.02,0.04,0.15,17.0,0.98,13.53,8.17,13.81,3.44,2.46,0.04,0.47,0.55,1.37,2.86
r-2002338321,Eric Margolick,Winger,32,FC Dallas,"£188,000 p/a",Major League Soccer,169,2046,2,7.75,0.38,7.35,2.64,-4.71,5.33,0.0,0.53,0.55,0.0,55.0,3.73,0.12,0.09,0.53,30.0,1.07,0.0,0.53,0.0,0.09,71.0,0.53,13.31,6.39,9.59,7.99,1.6,0.0,0.53,0.53,1.07,7.46
r-2002338130,Juninho,Winger,31,NYCFC,"£756,000 p/a",Major League Soccer,2235,2045,2,7.02,4.73,6.9,3.14,-3.76,3.95,0.32,0.32,0.7,0.72,11.0,4.07,0.24,0.26,0.32,24.0,1.73,0.08,1.37,0.04,0.26,44.0,0.85,12.48,6.64,10.95,3.06,2.21,0.04,0.32,0.81,1.29,2.34
r-2002338130,Juninho,Winger,32,NYCFC,"£756,000 p/a",Major League Soccer,1037,2046,2,6.78,1.54,6.9,3.14,-3.76,3.82,0.0,0.17,0.87,0.87,16.0,3.3,0.2,0.11,0.09,20.0,2.43,0.0,2.34,0.0,0.11,17.0,1.56,11.72,8.24,11.63,2.34,2.43,0.0,0.0,0.26,0.69,3.12
r-2002226857,Brynjar Ingi Vatnsdal,Winger,26,St. Louis CITY,"£309,000 p/a",Major League Soccer,1910,2045,2,7.01,4.61,6.99,6.3,-0.69,6.83,0.24,0.38,0.46,1.55,12.0,4.1,0.2,0.09,0.09,61.0,2.26,0.28,1.51,0.05,0.09,13.0,1.46,14.84,6.83,11.78,3.02,2.54,0.05,0.33,0.71,1.23,1.18
r-2002226857,Brynjar Ingi Vatnsdal,Winger,27,St. Louis CITY,"£386,000 p/a",Major League Soccer,2969,2046,2,6.97,7.98,6.99,6.3,-0.69,5.18,0.18,0.33,2.14,0.67,10.0,3.4,0.23,0.23,0.15,67.0,1.88,0.24,1.61,0.0,0.23,45.0,1.46,14.85,6.46,13.82,3.64,2.82,0.06,0.42,0.82,2.06,2.12
r-2002338323,Jon Barboza,Winger,29,Cincinnati,"£274,000 p/a",Major League Soccer,1890,2045,2,6.81,4.39,6.94,5.34,-1.6,3.43,0.24,0.43,2.05,0.62,16.0,5.05,0.29,0.23,0.05,10.0,2.48,0.0,2.9,0.0,0.16,35.0,1.71,19.33,6.86,13.95,3.38,3.05,0.1,0.76,0.76,1.48,2.57
r-2002338323,Jon Barboza,Winger,30,Cincinnati,"£274,000 p/a",Major League Soccer,2757,2046,2,7.07,6.3,6.94,5.34,-1.6,2.81,0.26,0.2,3.45,0.91,14.0,4.99,0.27,0.21,0.23,16.0,1.99,0.03,2.09,0.0,0.16,57.0,1.6,16.49,6.33,12.5,3.66,2.42,0.07,0.82,0.59,1.47,2.74
r-2002276020,Gilberto Capango,Winger,24,San Jose,"£101,000 p/a",Major League Soccer,1651,2045,2,7.0,4.22,6.86,2.66,-4.2,4.52,0.22,0.33,1.87,0.87,19.0,4.47,0.23,0.16,0.27,34.0,2.56,0.05,1.74,0.0,0.16,49.0,1.74,12.81,7.2,14.23,4.25,3.11,0.11,0.98,0.76,1.47,1.96
r-2002276020,Gilberto Capango,Winger,25,Vancouver,"£198,000 p/a",Major League Soccer,627,2046,2,6.72,1.1,6.86,2.66,-4.2,5.74,0.0,0.57,1.13,0.29,15.0,2.73,0.08,0.27,0.14,23.0,2.73,0.0,1.29,0.0,0.27,31.0,1.29,12.49,8.47,11.77,2.73,2.15,0.0,0.43,0.43,1.58,4.45
r-2002338579,Fernando Gomes,Winger,22,FC Dallas,"£199,000 p/a",Major League Soccer,2185,2045,2,6.95,3.88,6.9,4.8,-2.1,2.68,0.21,0.29,1.28,0.62,15.0,2.64,0.2,0.16,0.16,8.0,2.22,0.0,2.1,0.04,0.16,31.0,1.65,11.29,6.92,11.33,3.01,5.07,0.12,1.19,0.58,1.57,1.52
r-2002338579,Fernando Gomes,Winger,23,FC Dallas,"£240,000 p/a",Major League Soccer,2676,2046,2,6.86,5.71,6.9,4.8,-2.1,2.42,0.1,0.3,0.6,0.61,25.0,2.62,0.13,0.07,0.1,28.0,1.98,0.0,1.08,0.0,0.07,74.0,0.87,12.14,8.0,12.65,3.46,4.71,0.13,0.64,0.34,0.81,2.25
r-2002339016,Andy Morelli,Winger,26,Nashville,"£126,000 p/a",Major League Soccer,1275,2045,2,7.03,3.72,7.02,6.5,-0.52,4.02,0.28,0.42,1.91,0.99,22.0,2.68,0.3,0.19,0.21,68.0,1.06,0.21,2.4,0.0,0.19,35.0,1.91,15.04,7.06,11.86,3.95,4.87,0.21,0.49,1.13,2.05,2.12
r-2002339016,Andy Morelli,Winger,27,Nashville,"£126,000 p/a",Major League Soccer,3038,2046,2,7.01,9.27,7.02,6.5,-0.52,5.13,0.36,0.18,3.11,1.21,17.0,2.7,0.26,0.14,0.12,57.0,1.69,0.18,2.43,0.09,0.14,84.0,1.81,17.66,6.87,12.09,3.08,3.67,0.09,0.59,0.74,1.78,2.31
r-2002338133,Alex Ocampo,Winger,28,Real Salt Lake,"£187,000 p/a",Major League Soccer,1694,2045,2,6.77,3.67,6.78,2.8,-3.98,4.62,0.21,0.53,0.91,0.85,17.0,3.24,0.2,0.15,0.16,28.0,2.23,0.05,1.65,0.05,0.15,37.0,1.38,13.18,8.98,12.86,3.13,3.4,0.27,0.53,0.69,1.33,3.13
r-2002338133,Alex Ocampo,Winger,29,Real Salt Lake,"£187,000 p/a",Major League Soccer,1095,2046,2,6.79,1.94,6.78,2.8,-3.98,3.53,0.0,0.58,3.2,0.49,14.0,3.37,0.27,0.12,0.08,21.0,1.73,0.0,1.81,0.0,0.12,29.0,1.48,12.74,6.58,9.78,2.3,3.53,0.16,0.99,0.58,1.23,2.22
r-2002309446,Mark Rydings,Winger,21,Toronto FC,"£189,000 p/a",Major League Soccer,1098,2045,2,6.99,3.64,6.87,1.94,-4.93,6.48,0.25,0.16,3.23,1.07,23.0,3.69,0.31,0.18,0.25,47.0,1.72,0.08,1.97,0.0,0.18,93.0,1.97,14.84,6.48,12.95,3.85,2.79,0.08,0.66,0.74,1.64,1.72
r-2002309446,Mark Rydings,Winger,22,D.C. United,"£227,000 p/a",Major League Soccer,91,2046,2,6.75,0.23,6.87,1.94,-4.93,7.91,0.0,0.99,0.0,3.96,20.0,6.92,0.13,0.0,0.0,63.0,0.99,0.0,1.98,0.0,0.0,20.0,1.98,18.79,9.89,10.88,2.97,2.97,0.0,0.0,0.0,0.0,6.92
r-2002338496,Jorge Antônio,Winger,26,Sporting KC,"£123,000 p/a",Major League Soccer,1209,2045,2,6.88,3.39,6.82,4.11,-2.71,3.87,0.22,0.37,4.91,0.82,21.0,2.38,0.36,0.12,0.15,31.0,1.41,0.07,2.46,0.0,0.12,83.0,1.64,13.1,7.44,13.25,4.24,5.73,0.0,0.3,0.45,0.97,2.75
r-2002338496,Jorge Antônio,Winger,27,Sporting KC,"£123,000 p/a",Major League Soccer,2201,2046,2,6.77,4.82,6.82,4.11,-2.71,3.72,0.08,0.25,1.66,1.02,10.0,3.56,0.15,0.13,0.12,20.0,1.72,0.04,1.64,0.16,0.13,70.0,0.94,15.25,6.75,12.72,3.27,3.84,0.0,0.41,0.41,0.94,2.66
r-2002338188,Ray Smith,Winger,31,Colorado,"£704,000 p/a",Major League Soccer,1153,2045,2,6.95,3.03,7.06,5.75,-1.31,6.56,0.16,0.31,0.64,0.39,11.0,4.37,0.17,0.27,0.31,63.0,2.11,0.0,1.41,0.08,0.27,13.0,1.33,14.28,7.81,10.23,2.73,4.45,0.0,0.62,1.56,2.81,2.19
r-2002338188,Ray Smith,Winger,32,Colorado,"£704,000 p/a",Major League Soccer,2822,2046,2,7.16,8.47,7.06,5.75,-1.31,7.37,0.26,0.26,2.33,0.57,14.0,4.69,0.2,0.37,0.41,68.0,2.55,0.16,1.66,0.0,0.37,45.0,1.59,16.33,9.09,11.61,3.09,3.64,0.03,0.8,1.72,3.35,2.46
r-2002126266,David Porras,Winger,34,Real Salt Lake,"£1,202,000 p/a",Major League Soccer,1692,2045,2,6.72,2.73,6.62,1.52,-5.1,2.77,0.11,0.21,0.73,0.8,19.0,1.06,0.05,0.04,0.05,15.0,1.76,0.0,0.59,0.05,0.04,46.0,0.59,10.74,8.03,10.37,2.82,4.52,0.05,0.43,0.05,0.59,2.02
r-2002126266,David Porras,Central Midfielder,35,Real Salt Lake,"£1,202,000 p/a",Major League Soccer,228,2046,2,6.53,0.31,6.62,1.52,-5.1,3.16,0.0,0.79,0.39,0.79,0.0,1.97,0.08,0.02,0.0,13.0,0.39,0.0,0.39,0.0,0.02,0.0,0.39,9.47,5.53,9.87,1.97,3.55,0.0,0.39,0.0,0.39,1.18
